Host_Gender,Latitude,Longitude,Area,Room_type,Minimum_nights,review_per_month,total_reviews,price
0,40760,-73770,0,1,2,12680,158,2
1,40762,-73774,0,1,3,7420,106,2
0,40760,-73770,0,1,2,4019,484,2
0,40769,-73776,1,0,3,1220,148,1
1,40768,-73774,2,0,5,520,165,2
0,40769,-73774,1,0,5,4040,197,1
0,40762,-73776,4,0,5,3750,179,2
1,40768,-73777,4,0,5,1970,149,2
0,40762,-73776,2,1,2,780,18,0
0,40760,-73773,2,1,2,7890,281,0
1,40760,-73770,1,0,5,4880,53,1
1,40766,-73777,1,1,3,2970,367,2
0,40766,-73774,2,0,4,4700,65,2
0,40761,-73779,0,0,5,150,166,1
1,40768,-73777,0,0,4,4390,27,1
0,40764,-73775,1,1,2,9220,119,1
0,40763,-73778,3,0,4,190,117,2
0,40765,-73779,0,1,2,2540,36,2
0,40767,-73779,0,1,1,11790,85,2
1,40760,-73772,3,1,3,2490,20,0
1,40764,-73771,2,0,5,2850,37,0
1,40765,-73772,2,1,1,12430,175,0
1,40760,-73779,4,1,2,14530,447,0
0,40768,-73775,2,1,1,100,161,0
0,40763,-73771,2,0,5,3420,31,2
1,40764,-73778,3,1,1,10240,25,0
1,40768,-73778,1,0,5,1040,181,1
1,40766,-73776,2,0,5,3360,94,2
0,40763,-73777,4,0,3,4750,109,2
1,40761,-73772,3,0,4,3780,72,2
0,40762,-73772,0,0,3,3750,135,1
0,40762,-73771,0,1,3,5840,106,2
1,40768,-73778,3,0,5,3680,36,0
1,40768,-73770,1,0,3,2050,160,1
1,40765,-73776,3,1,3,10890,154,0
1,40762,-73773,1,1,1,110,184,2
1,40767,-73774,2,1,1,2630,207,0
0,40769,-73773,4,0,5,740,159,2
1,40763,-73778,0,1,3,4150,180,2
0,40766,-73778,0,0,4,390,177,1
1,40761,-73772,0,0,4,4260,162,1
1,40761,-73774,2,0,3,3440,136,2
1,40762,-73772,1,0,5,3030,193,1
1,40768,-73777,2,1,2,14950,69,0
1,40761,-73776,2,1,2,9020,313,0
0,40769,-73772,0,0,5,3350,118,1
0,40763,-73770,4,1,1,5970,355,0
1,40763,-73779,2,0,3,1310,143,0
0,40769,-73774,0,1,1,6130,186,2
0,40768,-73771,1,1,2,14210,101,2
0,40766,-73770,0,0,5,3430,96,1
1,40769,-73778,4,0,4,990,118,2
0,40760,-73777,0,0,5,2470,65,1
0,40767,-73775,4,1,1,290,195,0
1,40763,-73770,3,1,3,9800,239,0
0,40769,-73776,0,0,3,320,142,1
1,40763,-73779,3,1,3,5480,101,0
1,40767,-73778,3,0,5,220,163,2
0,40762,-73775,1,0,5,4470,114,1
1,40761,-73777,1,1,2,12700,182,2
0,40767,-73774,4,1,3,14720,32,0
1,40762,-73779,3,1,3,7820,89,0
1,40769,-73779,1,0,3,1860,160,1
0,40769,-73773,4,0,5,80,164,2
1,40760,-73779,2,0,3,800,104,2
0,40765,-73775,4,1,1,11080,209,0
0,40767,-73771,1,1,2,11900,307,1
0,40764,-73777,1,0,5,300,58,1
0,40763,-73774,0,1,2,6680,232,2
0,40767,-73770,1,1,3,7370,222,2
1,40760,-73776,2,1,2,4150,143,0
1,40763,-73770,3,0,4,2560,72,0
0,40761,-73779,3,1,3,2720,194,0
0,40760,-73776,3,1,3,11050,160,0
0,40764,-73773,3,1,3,5090,37,0
0,40765,-73772,1,1,3,2840,171,2
0,40766,-73771,0,0,3,3820,172,1
0,40766,-73772,4,1,2,12980,232,0
0,40769,-73775,3,0,4,4580,113,2
1,40760,-73773,2,1,2,5040,85,0
0,40768,-73775,0,1,3,9500,71,2
1,40761,-73774,0,1,2,7980,217,2
1,40762,-73772,1,0,5,4740,99,1
1,40764,-73777,2,1,3,6140,171,0
1,40760,-73775,4,1,2,9960,13,0
1,40764,-73775,0,1,3,2660,152,2
1,40760,-73778,1,1,3,13230,177,2
0,40761,-73773,0,1,1,10280,22,1
0,40766,-73771,3,1,3,12350,138,0
1,40763,-73770,4,1,3,11100,202,0
0,40768,-73771,0,1,2,14020,494,2
0,40766,-73771,1,1,2,9480,25,2
0,40764,-73775,4,0,5,1160,106,2
0,40763,-73779,2,1,3,9790,436,0
0,40766,-73778,0,1,2,5300,471,2
1,40765,-73778,2,0,4,1190,84,2
1,40767,-73776,4,1,2,11070,182,0
0,40761,-73779,0,0,3,480,32,1
1,40764,-73775,1,1,1,5070,73,2
0,40765,-73777,1,1,3,10340,177,2
0,40766,-73775,4,1,1,620,14,0
0,40766,-73778,0,0,4,920,175,1
0,40762,-73774,1,1,2,3650,18,2
1,40763,-73773,0,1,2,2510,473,2
0,40769,-73777,0,0,4,4960,134,1
1,40762,-73773,2,1,3,7610,209,0
0,40761,-73771,4,0,4,1300,28,2
1,40766,-73776,3,0,3,2060,130,2
0,40764,-73778,4,0,4,990,11,2
1,40766,-73771,0,0,3,920,197,1
0,40765,-73772,0,1,3,14970,460,2
0,40768,-73773,3,1,2,12090,172,0
1,40768,-73775,2,0,4,4110,198,0
1,40763,-73775,4,0,5,4440,151,0
1,40761,-73778,3,1,3,10710,315,0
1,40769,-73778,0,0,3,3330,24,1
0,40765,-73770,2,1,3,10440,445,0
1,40760,-73772,1,1,1,4320,195,2
1,40764,-73779,4,0,3,840,85,2
0,40768,-73773,4,1,2,4990,309,0
0,40760,-73776,4,1,2,11000,390,0
1,40762,-73778,1,0,5,3160,121,1
0,40762,-73776,0,0,5,3350,64,1
0,40762,-73772,4,0,3,2600,21,2
0,40764,-73770,2,0,3,4370,62,2
1,40769,-73779,0,0,3,1420,106,1
1,40763,-73779,4,0,5,70,190,2
0,40763,-73773,0,0,5,3910,199,1
0,40765,-73776,3,1,1,9120,362,0
1,40761,-73778,0,0,5,390,62,1
0,40767,-73770,1,1,3,7400,126,2
1,40763,-73772,1,0,3,310,162,1
0,40762,-73770,3,0,5,2380,7,2
1,40764,-73770,0,0,4,3600,103,1
0,40763,-73773,3,0,5,3150,114,2
1,40765,-73773,4,0,3,20,17,0
1,40765,-73771,4,1,3,12530,261,0
0,40768,-73776,4,0,4,1500,121,2
0,40766,-73778,2,0,4,4890,178,2
1,40765,-73773,0,1,3,13340,460,2
0,40763,-73773,4,0,3,2960,131,2
1,40767,-73773,3,1,2,3110,10,0
0,40762,-73774,0,0,4,4190,101,1
1,40764,-73778,1,0,4,1820,184,1
1,40765,-73773,1,0,5,4340,31,1
1,40762,-73779,4,1,1,12180,128,0
0,40763,-73770,2,1,2,1280,53,0
0,40769,-73771,1,1,1,1530,381,2
1,40762,-73771,4,0,3,4410,125,0
1,40768,-73773,2,1,2,4050,96,0
0,40766,-73774,4,1,3,14940,62,0
0,40760,-73776,3,1,2,9270,163,0
0,40761,-73776,4,0,3,4400,119,2
1,40761,-73776,2,0,5,690,178,0
1,40763,-73775,1,0,5,4140,149,1
1,40762,-73779,0,1,2,4480,212,2
0,40766,-73771,1,0,5,2740,139,1
1,40768,-73774,3,0,5,540,7,0
1,40767,-73777,4,0,4,4170,186,2
0,40764,-73775,2,1,3,11640,417,0
0,40760,-73772,4,1,2,12200,182,0
1,40764,-73771,0,1,1,14190,65,2
1,40767,-73775,0,0,5,3150,2,1
1,40761,-73775,0,0,5,600,78,1
1,40769,-73777,1,1,2,6270,314,2
0,40769,-73777,4,1,3,2480,400,0
0,40769,-73771,3,1,1,14300,197,0
1,40767,-73777,3,0,4,3570,110,2
1,40764,-73772,1,1,1,12540,152,2
0,40768,-73774,1,1,1,13950,174,2
0,40762,-73773,1,1,3,540,30,2
1,40769,-73776,0,1,1,7130,177,2
0,40769,-73771,1,0,3,2190,110,1
1,40763,-73778,2,0,3,2520,18,0
1,40761,-73775,3,1,3,13920,273,0
1,40769,-73779,1,0,3,1320,86,1
0,40761,-73779,0,1,3,13370,223,2
1,40769,-73770,0,1,2,13810,107,2
0,40761,-73776,2,1,3,12150,225,0
0,40763,-73776,2,0,5,2590,147,2
0,40769,-73774,4,0,5,2840,187,2
1,40763,-73774,1,1,2,12830,102,2
0,40765,-73771,1,1,3,10080,69,2
0,40764,-73774,2,0,4,10,194,2
1,40764,-73777,0,0,4,940,8,1
1,40769,-73779,4,0,3,1200,178,2
0,40765,-73772,3,1,3,9760,99,0
0,40761,-73777,1,1,3,13070,166,2
0,40765,-73774,4,0,4,1500,17,2
0,40769,-73771,3,0,3,3970,41,2
1,40766,-73771,1,0,3,2720,64,1
0,40765,-73779,4,0,4,3200,168,2
0,40763,-73771,0,0,5,4780,112,1
0,40769,-73773,2,1,2,8600,327,0
1,40761,-73778,4,0,4,4680,46,2
0,40764,-73774,0,0,3,370,45,1
0,40760,-73773,4,0,4,2290,89,2
0,40760,-73771,0,1,1,13920,68,2
0,40760,-73779,1,1,1,7320,42,2
0,40761,-73776,0,1,3,8310,115,1
1,40764,-73772,1,1,2,11980,283,2
0,40760,-73775,1,1,3,4230,5,2
1,40765,-73771,0,1,3,2470,19,2
0,40765,-73773,1,0,4,570,104,1
1,40761,-73773,4,0,3,3830,39,2
0,40761,-73775,3,0,3,1210,66,2
1,40761,-73771,1,1,2,13640,95,2
1,40763,-73775,0,0,3,1930,45,1
0,40760,-73770,1,0,4,2120,79,1
1,40767,-73772,0,0,4,2300,25,1
0,40768,-73777,0,1,1,8780,66,2
0,40769,-73776,3,0,4,3100,151,2
1,40764,-73774,3,0,4,1560,7,0
0,40760,-73772,1,1,1,3100,463,2
1,40769,-73773,2,0,5,390,128,0
0,40765,-73771,2,0,5,3530,82,2
0,40766,-73777,1,0,3,2360,157,1
1,40768,-73774,4,0,5,2220,81,2
0,40766,-73773,3,1,1,11980,126,0
0,40760,-73776,2,1,3,10670,142,0
0,40768,-73777,4,0,3,4250,181,2
0,40761,-73778,3,0,3,3700,1,2
1,40765,-73774,3,0,4,1540,168,0
1,40763,-73775,2,1,2,14290,26,0
1,40760,-73771,2,1,1,12880,3,0
0,40769,-73773,3,0,3,2140,133,2
0,40762,-73774,0,1,2,8300,204,2
0,40761,-73774,2,1,3,3030,204,0
1,40765,-73775,1,1,1,1050,50,2
1,40768,-73774,3,0,5,70,105,0
1,40769,-73775,0,1,3,9410,191,2
0,40760,-73774,2,0,4,1950,177,2
1,40767,-73775,4,1,1,6300,242,0
0,40760,-73772,2,1,2,9960,112,0
1,40766,-73770,2,0,5,3700,52,0
1,40761,-73776,0,0,5,3880,93,1
0,40763,-73777,4,1,1,6980,13,0
1,40768,-73775,0,1,3,1100,83,2
0,40763,-73777,0,0,5,3360,143,1
0,40761,-73773,4,0,5,1760,131,2
0,40767,-73777,1,0,5,60,73,1
1,40762,-73778,2,1,2,3930,214,0
1,40765,-73770,0,1,3,9910,24,2
0,40760,-73770,0,1,3,4380,476,2
1,40766,-73771,4,1,2,2920,344,0
0,40766,-73770,4,0,5,2810,132,2
0,40764,-73771,0,1,3,7290,275,2
0,40767,-73770,4,0,5,2680,153,2
0,40766,-73774,1,1,1,9100,182,2
0,40763,-73772,3,1,2,9700,53,0
1,40763,-73778,4,0,4,4280,166,2
0,40767,-73770,3,1,2,8410,148,0
1,40760,-73778,4,1,2,3420,105,0
0,40761,-73775,4,0,3,4430,37,2
1,40762,-73772,0,0,4,4160,65,1
1,40765,-73773,3,1,2,11790,6,0
0,40763,-73775,1,0,3,120,16,1
0,40769,-73776,1,0,5,3630,182,1
1,40760,-73774,2,1,2,6080,364,0
1,40769,-73772,1,0,4,200,177,1
1,40761,-73777,1,1,1,4150,219,2
0,40765,-73770,1,1,1,6810,104,2
1,40765,-73772,0,0,3,1140,187,1
1,40767,-73778,3,0,4,1600,37,0
1,40763,-73771,1,1,2,3080,122,2
0,40762,-73774,2,1,2,8400,116,0
0,40760,-73777,3,0,5,310,194,2
0,40763,-73770,0,1,3,4930,57,2
1,40767,-73779,0,1,1,5250,133,2
0,40764,-73770,2,0,5,660,196,2
0,40761,-73774,3,1,3,9990,25,0
0,40761,-73770,0,1,3,2540,33,2
1,40761,-73778,1,0,5,1620,166,1
1,40762,-73776,1,0,5,1060,33,1
0,40769,-73773,1,1,2,14460,170,1
0,40760,-73779,0,1,2,10100,136,2
0,40760,-73777,0,0,3,930,164,1
1,40764,-73772,1,1,3,10150,227,2
1,40768,-73770,0,0,5,3220,188,1
1,40761,-73770,1,0,5,3960,151,1
1,40766,-73770,0,1,3,1720,22,2
0,40762,-73778,1,0,3,3940,157,1
1,40767,-73773,1,1,1,7510,52,2
0,40760,-73773,2,0,3,3580,89,2
1,40764,-73774,3,1,2,2170,188,0
0,40760,-73773,2,1,2,320,237,0
1,40766,-73770,0,0,4,1810,176,1
1,40767,-73774,0,0,5,2720,165,1
1,40760,-73779,0,1,3,9030,413,2
0,40762,-73779,4,0,3,1090,65,2
1,40766,-73778,0,0,3,4870,61,1
0,40769,-73771,2,0,4,2710,59,2
0,40767,-73777,0,0,5,580,194,1
1,40764,-73773,4,1,2,6840,250,0
1,40768,-73776,0,0,3,4780,21,1
1,40764,-73776,4,1,2,10690,472,0
0,40769,-73772,1,1,2,90,87,2
0,40765,-73773,1,0,4,2190,107,1
0,40761,-73774,1,1,3,6720,137,1
1,40760,-73776,3,0,3,1490,27,2
1,40764,-73775,1,1,1,1360,92,2
1,40767,-73776,1,1,1,7200,137,2
1,40767,-73773,2,1,3,14220,314,0
1,40765,-73770,0,0,3,2670,104,1
0,40767,-73776,2,0,3,4460,66,2
1,40763,-73775,1,0,5,1620,58,1
0,40763,-73779,2,1,3,2040,20,0
1,40761,-73773,2,1,1,730,122,0
1,40763,-73779,4,1,3,12710,242,0
0,40765,-73777,2,1,3,10240,24,0
1,40760,-73770,0,0,3,3340,168,1
0,40760,-73776,1,1,3,1880,122,2
1,40769,-73779,4,1,3,2830,65,0
0,40768,-73770,4,0,3,4810,22,2
0,40763,-73771,3,0,3,1180,69,2
0,40760,-73771,3,1,1,13390,114,0
1,40768,-73779,3,0,4,2880,167,2
1,40763,-73773,1,1,1,9240,227,2
1,40765,-73775,4,0,4,2750,43,0
1,40769,-73775,0,0,3,2480,55,1
0,40760,-73778,2,0,4,1270,177,2
0,40766,-73777,2,0,3,800,81,2
0,40762,-73773,2,0,5,4280,65,2
1,40768,-73779,4,1,3,7250,15,0
0,40766,-73779,1,0,5,140,56,1
1,40765,-73776,0,0,5,3710,22,1
1,40760,-73773,4,1,2,11410,90,0
0,40769,-73774,1,0,5,1440,80,1
1,40763,-73771,2,0,5,1890,111,2
0,40766,-73773,2,0,5,2440,50,2
1,40765,-73770,0,0,3,3560,164,1
0,40760,-73771,4,1,1,1110,220,0
1,40769,-73777,4,0,3,4650,84,0
1,40769,-73778,0,0,4,4190,126,1
0,40763,-73770,0,0,3,3690,59,1
1,40760,-73776,1,0,4,3410,155,1
0,40769,-73776,0,1,2,240,111,2
0,40762,-73772,0,1,1,14100,151,2
1,40764,-73775,2,1,2,9010,75,0
0,40768,-73770,1,1,2,14500,157,2
0,40766,-73778,3,0,4,3210,179,2
1,40761,-73777,1,1,3,3410,234,2
1,40766,-73770,2,0,4,930,64,2
0,40767,-73778,2,0,3,3510,169,2
0,40760,-73779,3,1,1,5540,435,0
1,40761,-73778,1,1,1,9140,122,2
1,40764,-73770,1,0,4,960,82,1
1,40763,-73777,3,1,1,10500,124,0
1,40764,-73773,3,0,5,1370,106,2
0,40767,-73779,0,1,1,11810,52,1
0,40763,-73774,0,1,1,6040,37,2
1,40764,-73779,2,0,5,3310,16,2
1,40760,-73771,3,0,5,130,120,2
0,40760,-73770,0,1,2,5740,277,2
1,40769,-73773,0,0,5,4950,38,1
0,40761,-73772,3,1,1,7740,186,0
1,40763,-73774,1,1,2,5830,98,2
0,40760,-73779,2,1,1,2500,409,0
0,40765,-73772,2,1,1,5540,200,0
0,40768,-73779,3,1,2,12970,257,0
0,40766,-73778,4,0,4,790,176,2
0,40760,-73779,1,1,1,14360,149,2
1,40766,-73772,2,0,3,4630,158,2
1,40769,-73774,0,1,2,5520,214,2
1,40764,-73773,4,1,2,1060,141,0
0,40765,-73775,2,0,5,2790,152,2
0,40767,-73776,1,0,5,320,97,1
1,40762,-73770,1,1,1,6730,122,2
1,40765,-73772,3,1,2,8150,175,0
1,40769,-73779,1,0,4,1200,133,1
1,40767,-73775,0,1,2,8650,135,2
1,40766,-73772,0,0,3,3260,112,1
1,40767,-73775,1,1,1,1200,161,2
1,40769,-73779,1,0,4,4490,15,1
1,40766,-73777,0,1,3,6760,87,2
0,40768,-73770,1,0,3,3460,135,1
0,40763,-73775,3,0,3,3570,102,2
1,40760,-73777,0,0,5,3900,54,1
0,40762,-73772,2,1,1,2140,201,0
1,40762,-73775,3,1,3,11840,32,0
0,40765,-73779,4,1,3,2720,101,0
1,40766,-73776,1,1,3,10620,29,2
0,40761,-73775,4,0,5,1480,99,2
0,40763,-73777,0,0,3,2230,194,1
0,40760,-73776,1,0,3,4390,3,1
0,40764,-73775,2,1,2,970,225,0
1,40761,-73777,4,0,5,4390,19,2
0,40762,-73772,3,1,3,9050,127,0
0,40769,-73778,4,1,1,4870,94,0
0,40765,-73777,1,0,3,3930,81,1
0,40764,-73779,0,0,5,950,43,1
1,40760,-73776,4,0,5,3160,178,2
1,40767,-73778,0,0,4,2990,115,1
1,40760,-73778,0,1,2,3050,191,2
1,40760,-73774,1,0,4,4340,34,1
0,40761,-73773,3,0,3,3610,71,2
0,40761,-73777,4,1,2,11270,184,0
0,40765,-73772,1,1,1,14920,105,2
1,40766,-73772,2,0,3,1720,197,2
0,40762,-73773,0,0,3,80,81,1
0,40763,-73779,0,1,1,7520,164,1
0,40769,-73770,0,1,2,6380,108,2
1,40760,-73777,1,1,1,5750,250,2
1,40761,-73774,3,0,4,1160,40,0
1,40764,-73775,0,0,5,2230,183,1
0,40762,-73774,1,0,5,690,164,1
1,40764,-73778,0,1,2,8260,16,2
1,40765,-73771,2,1,2,3700,213,0
1,40764,-73772,0,1,2,8580,216,2
1,40760,-73778,4,1,1,12850,149,0
1,40760,-73778,1,1,2,13580,240,2
0,40762,-73776,2,0,4,3120,66,2
1,40763,-73779,1,0,4,4059,71,1
0,40768,-73779,1,0,4,4670,181,1
0,40765,-73775,4,1,3,6870,157,0
0,40768,-73773,3,1,2,2840,73,0
0,40764,-73770,0,1,2,4990,9,2
0,40761,-73779,0,1,3,12940,89,2
1,40760,-73774,2,0,4,760,54,0
0,40765,-73770,0,1,1,1780,2,2
1,40763,-73773,1,0,3,390,138,1
1,40764,-73773,3,0,4,1910,71,0
0,40761,-73777,0,0,4,3560,174,1
0,40766,-73778,0,0,4,4430,18,1
0,40766,-73770,1,1,1,6040,422,2
1,40765,-73779,0,1,3,8980,390,2
1,40763,-73773,3,0,4,3360,186,0
1,40767,-73774,3,1,2,12910,199,0
0,40766,-73771,2,0,4,920,110,2
1,40768,-73775,4,0,3,620,138,0
0,40765,-73777,3,1,2,14380,210,0
0,40762,-73774,0,1,3,14010,181,2
0,40766,-73777,2,1,3,5920,246,0
0,40766,-73770,0,1,2,9870,178,2
1,40765,-73771,2,0,3,1810,7,2
0,40769,-73771,3,0,4,80,4,2
1,40769,-73773,4,0,4,2630,15,0
1,40765,-73775,0,1,3,2890,214,2
1,40760,-73770,2,0,5,3430,66,0
0,40769,-73774,2,1,3,2360,145,0
1,40769,-73772,1,0,3,2150,83,1
1,40761,-73778,4,1,3,12340,75,0
1,40764,-73774,1,1,2,12740,226,2
0,40764,-73772,2,0,4,2130,142,2
0,40769,-73775,3,1,1,8930,116,0
1,40764,-73779,0,0,4,1140,112,1
1,40764,-73773,3,1,2,5150,32,0
1,40768,-73771,1,0,5,3440,142,1
0,40769,-73773,1,1,3,8690,184,1
1,40765,-73772,4,1,2,1160,39,0
1,40769,-73770,4,1,2,5700,300,0
1,40766,-73774,3,1,1,9700,474,0
1,40760,-73771,4,0,3,1010,97,2
0,40765,-73776,2,0,3,2560,177,2
1,40769,-73773,0,0,5,4910,191,1
0,40768,-73774,4,0,4,4120,114,2
0,40766,-73771,2,0,5,2890,25,2
1,40769,-73770,1,0,3,1660,158,1
0,40762,-73773,3,1,2,170,67,0
1,40760,-73772,4,0,3,2300,73,2
0,40764,-73771,4,1,3,4900,19,0
0,40768,-73777,4,1,3,8950,247,0
0,40760,-73770,4,0,5,4880,2,2
0,40767,-73770,0,0,3,1830,58,1
1,40767,-73776,2,0,3,4700,140,2
1,40764,-73774,1,0,4,3210,20,1
1,40762,-73777,3,1,2,7540,169,0
1,40769,-73774,1,1,1,8280,185,2
1,40763,-73770,4,1,2,7520,498,0
0,40766,-73772,4,1,3,3450,53,0
0,40767,-73777,0,1,3,4070,77,2
1,40767,-73777,2,1,3,10770,226,0
0,40769,-73777,3,1,1,6980,221,0
0,40762,-73779,1,0,4,1820,196,1
0,40760,-73777,1,0,3,4250,60,1
1,40761,-73771,3,0,3,3160,68,0
1,40767,-73776,2,0,5,2860,99,0
0,40766,-73771,2,0,5,4510,71,2
0,40764,-73777,2,1,2,10600,207,0
0,40761,-73771,4,0,5,3080,146,2
1,40767,-73770,1,0,3,4100,21,1
1,40762,-73771,1,1,2,720,383,2
0,40762,-73772,1,1,2,7520,150,2
0,40760,-73770,4,1,1,9840,92,0
1,40761,-73773,3,1,1,7200,233,0
1,40764,-73774,3,0,5,4940,41,2
1,40763,-73775,3,0,3,3030,111,0
1,40769,-73772,1,1,1,9400,157,2
0,40767,-73773,0,1,1,260,404,2
0,40769,-73779,2,1,1,3360,207,0
0,40769,-73770,0,0,4,2900,66,1
0,40761,-73775,0,1,2,13520,26,2
1,40762,-73777,3,0,4,4150,21,2
1,40766,-73773,1,1,2,320,235,2
1,40761,-73771,0,0,5,4870,148,1
1,40760,-73776,3,0,4,3440,188,0
1,40769,-73778,0,0,5,4090,100,1
1,40766,-73773,4,1,2,830,139,0
0,40768,-73770,0,0,3,2860,170,1
1,40769,-73776,0,1,3,9080,35,2
0,40766,-73777,2,0,4,3480,172,2
0,40769,-73775,2,1,3,1640,103,0
0,40761,-73770,0,1,3,3920,193,2
0,40762,-73770,1,0,5,350,49,1
1,40761,-73778,1,0,3,4130,42,1
1,40761,-73779,0,0,5,1050,180,1
0,40761,-73775,1,0,4,3450,47,1
0,40765,-73773,2,1,2,4110,145,0
1,40766,-73776,1,0,5,1250,49,1
0,40768,-73777,0,0,4,3550,87,1
1,40762,-73770,0,1,1,10830,204,2
1,40765,-73773,4,1,1,6070,263,0
1,40761,-73772,1,1,2,8290,222,2
0,40766,-73775,3,0,5,1270,84,2
1,40768,-73779,1,1,1,6930,171,2
1,40761,-73776,3,1,2,11650,85,0
0,40766,-73776,4,0,4,4780,82,2
1,40766,-73773,0,0,5,1070,184,1
0,40761,-73773,3,1,2,9610,161,0
1,40763,-73772,4,1,2,2270,174,0
0,40765,-73774,1,0,5,3590,23,1
1,40761,-73771,0,1,3,14300,93,2
0,40765,-73778,1,1,3,14190,123,2
1,40768,-73774,1,1,3,2190,454,2
0,40768,-73779,0,1,2,8750,74,2
0,40761,-73770,4,0,5,3020,133,2
1,40767,-73771,1,0,3,3560,191,1
0,40765,-73771,0,1,1,10470,219,1
0,40766,-73770,0,1,3,12610,258,2
0,40769,-73777,1,0,5,2670,192,1
1,40760,-73778,3,0,5,680,52,0
0,40764,-73778,1,1,1,9740,60,2
1,40765,-73779,3,1,2,10320,172,0
1,40769,-73777,2,1,3,8680,220,0
0,40769,-73773,0,1,3,11150,10,2
1,40766,-73778,3,0,3,2280,172,2
0,40762,-73775,3,1,2,14580,206,0
0,40768,-73770,3,0,5,1850,194,2
1,40767,-73778,1,0,5,140,22,1
1,40763,-73773,2,0,4,1880,29,2
0,40763,-73773,0,0,4,60,81,1
0,40765,-73771,3,0,3,90,93,2
1,40764,-73775,4,1,3,9060,104,0
1,40763,-73772,1,0,3,4200,56,1
0,40762,-73779,2,0,3,2270,62,2
0,40766,-73770,4,1,1,5440,412,0
0,40763,-73776,4,0,5,2530,178,2
0,40762,-73770,4,1,3,14950,9,0
0,40766,-73777,4,0,3,4290,129,2
1,40764,-73777,1,1,3,12090,242,2
1,40761,-73773,4,1,1,170,27,0
0,40760,-73779,0,0,3,640,50,1
1,40763,-73779,2,1,2,7100,44,0
1,40761,-73772,0,0,4,210,29,1
1,40768,-73773,0,0,4,2090,185,1
1,40768,-73774,4,1,3,8300,195,0
0,40768,-73772,3,0,5,1770,22,2
0,40761,-73772,1,0,5,4440,93,1
0,40769,-73778,1,1,1,3800,355,2
0,40766,-73773,2,0,5,3310,164,2
0,40763,-73773,3,1,2,12090,78,0
0,40761,-73771,1,0,3,3630,35,1
0,40768,-73772,0,0,3,2280,8,1
1,40763,-73770,4,0,3,880,163,0
0,40761,-73772,1,1,1,8230,125,2
1,40762,-73778,3,1,3,5900,81,0
0,40766,-73774,4,0,4,700,26,2
1,40764,-73778,1,1,2,2820,208,2
1,40768,-73776,4,0,3,2440,116,0
0,40765,-73777,0,0,3,640,194,1
0,40763,-73775,4,0,4,2090,188,2
1,40761,-73773,1,0,3,1250,143,1
1,40764,-73772,0,0,5,1980,128,1
0,40768,-73770,4,0,5,2160,129,2
0,40764,-73772,0,0,4,2490,112,1
1,40765,-73778,2,1,2,7370,157,0
1,40762,-73776,4,1,3,14950,460,0
0,40764,-73774,0,1,3,7980,110,2
1,40769,-73775,0,0,3,4000,123,1
0,40760,-73778,3,0,4,2490,157,2
0,40767,-73774,3,0,3,2590,140,2
0,40762,-73776,2,1,3,8420,198,0
0,40765,-73774,3,0,4,4830,176,2
0,40760,-73771,3,0,5,2300,172,2
1,40763,-73775,3,1,1,10850,257,0
0,40768,-73778,1,0,5,3670,112,1
0,40762,-73773,2,1,3,3910,26,0
0,40767,-73771,0,1,1,7310,320,2
0,40762,-73770,0,0,4,850,13,1
0,40764,-73774,1,0,5,3980,198,1
1,40768,-73773,1,1,3,9440,50,2
1,40769,-73773,4,1,3,11110,202,0
1,40760,-73778,1,0,5,2090,39,1
0,40765,-73779,1,0,3,3470,134,1
0,40763,-73779,2,1,1,7920,207,0
0,40762,-73779,3,1,3,150,171,0
0,40769,-73770,2,0,5,730,130,2
0,40760,-73774,0,1,1,10940,324,2
1,40768,-73773,1,1,3,10260,36,2
0,40763,-73778,2,1,1,4710,109,0
1,40765,-73772,0,0,5,1000,75,1
0,40767,-73773,1,1,3,4770,97,2
0,40768,-73774,0,1,1,11440,97,2
0,40763,-73771,2,1,2,1630,89,0
1,40761,-73779,4,1,2,3120,133,0
1,40763,-73778,2,0,5,3390,158,0
0,40763,-73770,3,0,5,4980,68,2
0,40762,-73770,2,1,1,11890,173,0
0,40762,-73770,2,0,5,3610,120,2
1,40761,-73775,0,1,3,390,79,2
0,40763,-73770,2,0,4,2960,152,2
0,40760,-73773,4,0,5,1230,101,2
0,40764,-73777,1,0,4,4040,20,1
0,40762,-73770,4,0,4,1340,138,2
1,40763,-73778,1,1,3,11580,96,2
0,40766,-73771,0,1,3,10920,410,2
1,40761,-73779,1,0,5,1380,105,1
1,40760,-73774,1,0,3,2870,11,1
1,40767,-73776,1,1,3,2840,30,2
1,40766,-73770,0,1,2,5900,36,2
0,40761,-73775,4,0,4,280,40,2
0,40762,-73770,2,1,1,720,67,0
1,40760,-73777,3,1,1,70,216,0
1,40767,-73778,3,0,4,3220,64,0
1,40760,-73772,0,1,2,2140,229,2
0,40768,-73778,1,1,2,730,247,2
1,40760,-73771,1,1,3,5630,130,2
0,40767,-73779,1,0,3,4410,167,1
1,40762,-73776,1,0,4,3880,9,1
0,40768,-73776,2,1,1,2710,10,0
1,40765,-73774,3,0,3,3560,133,0
0,40767,-73772,0,0,5,1300,81,1
1,40762,-73778,0,0,3,1770,183,1
0,40766,-73773,2,1,3,6000,344,0
1,40760,-73772,1,0,5,1390,92,1
0,40764,-73776,3,1,2,5220,34,0
1,40762,-73775,3,0,3,4340,63,2
1,40765,-73775,2,0,5,4280,39,2
